order_id,order_number,customer_id,order_datetime,order_status,order_channel,device_type,currency_code,top_product_category,items_count,gross_amount,discount_amount,shipping_amount,tax_amount,net_amount,coupon_code,is_first_order,shipping_country_code,shipping_country,shipping_city,fulfillment_type,warehouse_id,promised_delivery_date,actual_delivery_date,delivery_status,returned_flag,return_reason,last_touch_utm_source,last_touch_utm_medium,last_touch_campaign
ORD000006179,SO-2022-0006179,CUST0002071,2022-07-22 17:18:19,delivered,web,mobile,USD,Home,4,210.88,0.0,0.0,16.87,227.75,,True,US,United States,Boston,home_delivery,WH-US-01,2022-07-26,2022-07-26,delivered,False,,facebook,social,back_to_school
ORD000010784,SO-2022-0010784,CUST0003594,2022-07-23 15:04:29,delivered,web,mobile,EUR,Fashion,3,648.0,32.4,0.0,116.96,732.56,RETARGET5,False,DE,Germany,Dresden,home_delivery,WH-DE-01,2022-07-28,2022-07-29,delivered,False,,instagram,social,new_arrivals
ORD000012941,SO-2022-0012941,CUST0004314,2022-07-25 05:09:11,delivered,mobile_app,mobile,EUR,Fashion,2,93.49,18.7,6.85,17.14,98.78,VIP20,True,ES,Spain,Zaragoza,home_delivery,WH-ES-01,2022-07-27,2022-07-27,delivered,False,,direct,none,
ORD000014970,SO-2022-0014970,CUST0005010,2022-07-25 09:42:29,delivered,mobile_app,mobile,GBP,Books,3,87.99,6.16,0.0,16.37,98.2,EMAIL7,False,GB,United Kingdom,Liverpool,home_delivery,WH-GB-01,2022-07-31,2022-07-30,delivered,False,,youtube,video,brand_awareness
ORD000014971,SO-2022-0014971,CUST0005010,2022-07-27 15:21:12,delivered,mobile_app,mobile,GBP,Electronics,1,80.0,0.0,0.0,16.0,96.0,,False,GB,United Kingdom,Liverpool,home_delivery,WH-GB-01,2022-07-30,2022-08-01,delivered,False,,google,cpc,always_on_search
ORD000011075,SO-2022-0011075,CUST0003699,2022-07-29 10:54:39,delivered,web,mobile,EUR,Electronics,4,2623.81,183.67,0.0,488.03,2928.17,EMAIL7,True,FR,France,Lyon,home_delivery,WH-FR-01,2022-08-05,2022-08-05,delivered,False,,google,shopping,loyalty_reactivation
ORD000008297,SO-2022-0008297,CUST0002789,2022-08-01 05:08:53,returned,mobile_app,mobile,EUR,Beauty,1,21.53,2.58,0.0,3.6,22.55,SUMMER12,True,DE,Germany,Leipzig,store_pickup,WH-DE-01,2022-08-07,2022-08-08,delivered_then_returned,True,size issue,tiktok,social,retargeting
ORD000011076,SO-2022-0011076,CUST0003699,2022-08-01 11:15:07,delivered,mobile_app,mobile,EUR,Books,3,98.62,0.0,0.0,19.72,118.34,,False,FR,France,Lyon,home_delivery,WH-FR-02,2022-08-07,2022-08-07,delivered,False,,google,shopping,back_to_school
ORD000013420,SO-2022-0013420,CUST0004482,2022-08-01 18:26:53,delivered,mobile_app,mobile,EUR,Home,3,180.07,27.01,0.0,33.67,186.73,SPRING15,False,IT,Italy,Turin,home_delivery,WH-IT-01,2022-08-08,2022-08-08,delivered,False,,google,organic,loyalty_reactivation
ORD000002225,SO-2022-0002225,CUST0000738,2022-08-04 20:33:43,delivered,web,mobile,EUR,Electronics,2,431.42,51.77,0.0,72.13,451.78,SUMMER12,False,DE,Germany,Munich,home_delivery,WH-DE-01,2022-08-10,2022-08-13,delivered,False,,affiliate,affiliate,brand_awareness
ORD000014972,SO-2022-0014972,CUST0005010,2022-08-07 14:37:50,delivered,web,desktop,GBP,Sports,1,171.42,17.14,0.0,30.86,185.14,WELCOME10,False,GB,United Kingdom,Liverpool,home_delivery,WH-GB-01,2022-08-10,2022-08-10,delivered,False,,youtube,video,loyalty_reactivation
ORD000009923,SO-2022-0009923,CUST0003337,2022-08-13 18:07:59,delivered,marketplace,mobile,EUR,Grocery,1,36.69,0.0,6.52,8.21,51.42,,True,DE,Germany,Frankfurt,home_delivery,WH-DE-01,2022-08-19,2022-08-19,delivered,False,,bing,organic,summer_sale
ORD000004843,SO-2022-0004843,CUST0001655,2022-08-17 14:31:00,delivered,web,mobile,EUR,Sports,4,631.8,126.36,0.0,101.09,606.53,VIP20,True,FR,France,Marseille,pickup_point,WH-FR-01,2022-08-20,2022-08-20,delivered,False,,newsletter,email,holiday_push
ORD000011180,SO-2022-0011180,CUST0003719,2022-08-23 18:26:01,delivered,web,mobile,EUR,Sports,2,435.24,0.0,0.0,91.4,526.64,,True,NL,Netherlands,Maastricht,home_delivery,WH-NL-01,2022-08-30,2022-08-31,delivered,False,,tiktok,paid_social,black_friday
ORD000013776,SO-2022-0013776,CUST0004599,2022-08-24 00:49:54,delivered,mobile_app,mobile,EUR,Electronics,1,659.87,0.0,0.0,138.57,798.44,,True,ES,Spain,Seville,home_delivery,WH-ES-01,2022-09-01,2022-09-03,delivered,False,,instagram,paid_social,loyalty_reactivation
ORD000002762,SO-2022-0002762,CUST0000920,2022-08-24 04:15:14,delivered,web,mobile,EUR,Beauty,3,83.51,0.0,0.0,17.54,101.05,,True,NL,Netherlands,The Hague,home_delivery,WH-NL-01,2022-08-27,2022-08-27,delivered,False,,affiliate,affiliate,new_arrivals
ORD000005992,SO-2022-0005992,CUST0002022,2022-08-24 23:47:09,delivered,web,mobile,EUR,Fashion,3,648.0,0.0,0.0,129.6,777.6,,True,FR,France,Nantes,home_delivery,WH-FR-02,2022-08-28,2022-08-28,delivered,False,,direct,none,
ORD000000152,SO-2022-0000152,CUST0000037,2022-08-27 16:53:43,delivered,web,mobile,EUR,Sports,2,40.52,0.0,0.0,8.1,48.62,,True,FR,France,Lyon,pickup_point,WH-FR-02,2022-09-03,2022-09-05,delivered,False,,google,cpc,summer_sale
ORD000002576,SO-2022-0002576,CUST0000867,2022-09-01 05:39:53,delivered,marketplace,tablet,CAD,Fashion,4,864.0,0.0,0.0,112.32,976.32,,True,CA,Canada,Calgary,home_delivery,WH-CA-01,2022-09-08,2022-09-08,delivered,False,,newsletter,email,holiday_push
ORD000005414,SO-2022-0005414,CUST0001843,2022-09-01 21:09:32,delivered,web,mobile,USD,Sports,4,710.74,0.0,0.0,56.86,767.6,,True,US,United States,Boston,home_delivery,WH-US-01,2022-09-04,2022-09-04,delivered,False,,affiliate,affiliate,always_on_search
ORD000015658,SO-2022-0015658,CUST0005217,2022-09-06 02:24:40,delivered,web,desktop,USD,Grocery,2,90.84,13.63,0.0,6.18,83.39,BUNDLE15,True,US,United States,New York,home_delivery,WH-US-02,2022-09-09,2022-09-09,delivered,False,,instagram,paid_social,app_install
ORD000006661,SO-2022-0006661,CUST0002219,2022-09-06 05:12:47,delivered,mobile_app,mobile,USD,Home,4,844.31,126.65,0.0,57.41,775.07,SPRING15,True,US,United States,Seattle,home_delivery,WH-US-01,2022-09-09,2022-09-09,delivered,False,,affiliate,affiliate,black_friday
ORD000001432,SO-2022-0001432,CUST0000465,2022-09-06 18:20:46,delivered,mobile_app,mobile,USD,Grocery,2,264.0,18.48,0.0,19.64,265.16,EMAIL7,True,US,United States,Atlanta,home_delivery,WH-US-01,2022-09-11,2022-09-11,delivered,False,,newsletter,email,app_install
ORD000008046,SO-2022-0008046,CUST0002695,2022-09-14 22:29:35,delivered,web,desktop,GBP,Electronics,1,224.25,0.0,0.0,44.85,269.1,,True,GB,United Kingdom,Leicester,home_delivery,WH-GB-01,2022-09-18,2022-09-20,delivered,False,,google,shopping,new_arrivals
ORD000013421,SO-2022-0013421,CUST0004482,2022-09-16 01:13:14,delivered,web,mobile,EUR,Home,4,709.67,0.0,0.0,156.13,865.8,,False,IT,Italy,Turin,home_delivery,WH-IT-01,2022-09-20,2022-09-20,delivered,False,,facebook,social,back_to_school
ORD000006180,SO-2022-0006180,CUST0002071,2022-09-16 02:10:13,delivered,web,desktop,USD,Fashion,1,141.27,0.0,0.0,11.3,152.57,,False,US,United States,Boston,home_delivery,WH-US-02,2022-09-20,2022-09-20,delivered,False,,direct,none,
ORD000009164,SO-2022-0009164,CUST0003092,2022-09-16 13:41:55,delivered,web,mobile,EUR,Fashion,3,364.62,0.0,0.0,76.57,441.19,,True,NL,Netherlands,Eindhoven,home_delivery,WH-NL-01,2022-09-19,2022-09-19,delivered,False,,tiktok,paid_social,new_arrivals
ORD000013139,SO-2022-0013139,CUST0004386,2022-09-23 17:23:57,delivered,web,desktop,GBP,Fashion,3,418.9,0.0,0.0,83.78,502.68,,False,GB,United Kingdom,Cardiff,home_delivery,WH-GB-01,2022-09-28,2022-09-28,delivered,False,,newsletter,email,new_arrivals
ORD000002377,SO-2022-0002377,CUST0000815,2022-09-25 16:07:50,delivered,mobile_app,mobile,EUR,Books,3,97.06,0.0,0.0,19.41,116.47,,True,FR,France,Nantes,pickup_point,WH-FR-02,2022-09-28,2022-09-29,delivered,False,,instagram,paid_social,holiday_push
ORD000008655,SO-2022-0008655,CUST0002909,2022-09-27 02:05:24,delivered,web,desktop,EUR,Home,3,563.53,28.18,0.0,117.78,653.13,RETARGET5,True,IT,Italy,Genoa,home_delivery,WH-IT-01,2022-10-01,2022-10-01,delivered,False,,google,organic,app_install
ORD000008358,SO-2022-0008358,CUST0002803,2022-09-27 11:52:47,delivered,web,mobile,USD,Grocery,3,108.44,0.0,0.0,8.68,117.12,,True,US,United States,New York,pickup_point,WH-US-02,2022-09-29,2022-10-01,delivered,False,,affiliate,affiliate,black_friday
ORD000013140,SO-2022-0013140,CUST0004386,2022-09-28 15:08:47,returned,mobile_app,mobile,GBP,Sports,1,72.8,0.0,8.04,16.17,97.01,,False,GB,United Kingdom,Cardiff,home_delivery,WH-GB-01,2022-10-03,2022-10-03,delivered_then_returned,True,changed mind,partner_blog,referral,back_to_school
ORD000013848,SO-2022-0013848,CUST0004617,2022-10-03 14:37:53,delivered,web,desktop,EUR,Home,1,53.14,0.0,5.3,12.27,70.71,,True,NL,Netherlands,Amsterdam,home_delivery,WH-NL-01,2022-10-08,2022-10-08,delivered,False,,direct,none,
ORD000013230,SO-2022-0013230,CUST0004414,2022-10-04 02:31:55,delivered,mobile_app,mobile,EUR,Fashion,2,167.44,8.37,0.0,30.22,189.29,RETARGET5,True,DE,Germany,Cologne,home_delivery,WH-DE-01,2022-10-10,2022-10-10,delivered,False,,affiliate,affiliate,loyalty_reactivation
ORD000015674,SO-2022-0015674,CUST0005220,2022-10-05 20:29:02,delivered,web,desktop,EUR,Books,1,22.51,1.13,6.63,5.88,33.89,RETARGET5,True,NL,Netherlands,Eindhoven,home_delivery,WH-NL-01,2022-10-07,2022-10-07,delivered,False,,instagram,social,brand_awareness
ORD000002577,SO-2022-0002577,CUST0000867,2022-10-09 23:05:16,delivered,marketplace,mobile,CAD,Fashion,3,648.0,0.0,0.0,84.24,732.24,,False,CA,Canada,Calgary,home_delivery,WH-CA-01,2022-10-15,2022-10-15,delivered,False,,google,shopping,brand_awareness
ORD000001433,SO-2022-0001433,CUST0000465,2022-10-10 06:35:31,delivered,web,desktop,USD,Sports,2,205.72,30.86,0.0,13.99,188.85,SPRING15,False,US,United States,Atlanta,home_delivery,WH-US-01,2022-10-16,2022-10-15,delivered,False,,partner_blog,referral,new_arrivals
ORD000012044,SO-2022-0012044,CUST0004015,2022-10-10 14:36:51,delivered,web,mobile,GBP,Sports,4,847.2,0.0,0.0,169.44,1016.64,,True,GB,United Kingdom,London,home_delivery,WH-GB-01,2022-10-12,2022-10-12,delivered,False,,direct,none,
ORD000007065,SO-2022-0007065,CUST0002360,2022-10-12 00:19:21,delivered,web,desktop,CAD,Electronics,1,723.11,86.77,0.0,82.72,719.06,SUMMER12,True,CA,Canada,Montreal,pickup_point,WH-CA-01,2022-10-17,2022-10-17,delivered,False,,direct,none,
ORD000015848,SO-2022-0015848,CUST0005284,2022-10-13 05:36:59,delivered,mobile_app,mobile,EUR,Electronics,3,621.09,31.05,0.0,123.91,713.95,RETARGET5,True,ES,Spain,Granada,home_delivery,WH-ES-01,2022-10-18,2022-10-18,delivered,False,,facebook,social,retargeting
ORD000000603,SO-2022-0000603,CUST0000190,2022-10-14 05:58:51,delivered,web,desktop,EUR,Grocery,2,222.37,26.68,0.0,41.09,236.78,SUMMER12,True,BE,Belgium,Bruges,home_delivery,WH-BE-01,2022-10-17,2022-10-18,delivered,False,,facebook,social,loyalty_reactivation
ORD000000315,SO-2022-0000315,CUST0000088,2022-10-15 14:50:16,delivered,web,mobile,EUR,Books,2,23.49,1.17,6.51,6.05,34.88,RETARGET5,True,NL,Netherlands,Maastricht,home_delivery,WH-NL-01,2022-10-19,2022-10-19,delivered,False,,newsletter,email,back_to_school
ORD000000153,SO-2022-0000153,CUST0000037,2022-10-15 18:21:48,returned,web,mobile,EUR,Beauty,2,25.14,5.03,5.14,5.05,30.3,VIP20,False,FR,France,Lyon,home_delivery,WH-FR-02,2022-10-20,2022-10-22,delivered_then_returned,True,quality issue,direct,none,
ORD000011105,SO-2022-0011105,CUST0003704,2022-10-16 11:12:42,delivered,mobile_app,mobile,EUR,Fashion,4,358.98,0.0,0.0,71.8,430.78,,True,FR,France,Paris,pickup_point,WH-FR-01,2022-10-19,2022-10-19,delivered,False,,newsletter,email,summer_sale
ORD000009434,SO-2022-0009434,CUST0003173,2022-10-16 15:02:44,cancelled,web,mobile,USD,Books,2,136.16,0.0,0.0,10.89,147.05,,True,US,United States,Los Angeles,home_delivery,WH-US-02,,,cancelled,False,,facebook,paid_social,brand_awareness
ORD000006181,SO-2022-0006181,CUST0002071,2022-10-16 15:07:19,delivered,web,desktop,USD,Beauty,6,457.32,0.0,0.0,36.59,493.91,FREESHIP,False,US,United States,Boston,home_delivery,WH-US-02,2022-10-21,2022-10-20,delivered,False,,direct,none,
ORD000005867,SO-2022-0005867,CUST0001990,2022-10-20 03:38:30,delivered,web,tablet,EUR,Electronics,6,1086.3,0.0,0.0,238.99,1325.29,,True,IT,Italy,Verona,pickup_point,WH-IT-01,2022-10-24,2022-10-26,delivered,False,,direct,none,
ORD000016347,SO-2022-0016347,CUST0005436,2022-10-20 18:01:45,delivered,mobile_app,mobile,USD,Fashion,5,601.92,42.13,0.0,44.78,604.57,EMAIL7,True,US,United States,Boston,home_delivery,WH-US-01,2022-10-25,2022-10-25,delivered,False,,google,cpc,app_install
ORD000009448,SO-2022-0009448,CUST0003176,2022-10-21 03:05:03,cancelled,mobile_app,mobile,USD,Books,3,112.33,0.0,0.0,8.99,121.32,,True,US,United States,Austin,home_delivery,WH-US-01,,,cancelled,False,,google,organic,summer_sale
ORD000007270,SO-2022-0007270,CUST0002421,2022-10-21 11:09:54,delivered,web,tablet,EUR,Grocery,1,62.14,0.0,0.0,13.67,75.81,FREESHIP,True,IT,Italy,Bologna,pickup_point,WH-IT-01,2022-10-24,2022-10-24,delivered,False,,affiliate,affiliate,summer_sale
ORD000001925,SO-2022-0001925,CUST0000634,2022-10-21 21:55:13,delivered,web,tablet,EUR,Home,2,159.39,7.97,0.0,28.77,180.19,RETARGET5,True,DE,Germany,Berlin,home_delivery,WH-DE-01,2022-10-23,2022-10-26,delivered,False,,newsletter,email,black_friday
ORD000007152,SO-2022-0007152,CUST0002388,2022-10-22 17:58:54,delivered,web,desktop,EUR,Beauty,1,43.15,4.32,5.82,8.93,53.58,WELCOME10,True,FR,France,Rennes,home_delivery,WH-FR-01,2022-10-30,2022-10-30,delivered,False,,direct,none,
ORD000012770,SO-2022-0012770,CUST0004266,2022-10-22 19:31:57,delivered,marketplace,mobile,EUR,Fashion,1,216.0,0.0,0.0,45.36,261.36,,True,ES,Spain,Valencia,home_delivery,WH-ES-01,2022-10-29,2022-10-30,delivered,False,,google,organic,black_friday
ORD000002543,SO-2022-0002543,CUST0000856,2022-10-23 18:45:22,delivered,mobile_app,mobile,EUR,Electronics,2,1175.99,0.0,0.0,223.44,1399.43,,True,DE,Germany,Bremen,home_delivery,WH-DE-01,2022-10-28,2022-10-28,delivered,False,,newsletter,email,holiday_push
ORD000004888,SO-2022-0004888,CUST0001667,2022-10-27 13:43:14,delivered,web,desktop,EUR,Books,1,42.95,0.0,7.48,9.58,60.01,,True,DE,Germany,Hamburg,home_delivery,WH-DE-01,2022-11-04,2022-11-04,delivered,False,,affiliate,affiliate,loyalty_reactivation
ORD000015675,SO-2022-0015675,CUST0005220,2022-10-28 06:46:07,cancelled,web,mobile,EUR,Grocery,1,45.34,3.17,7.99,10.53,60.69,EMAIL7,False,NL,Netherlands,Eindhoven,home_delivery,WH-NL-01,,,cancelled,False,,google,cpc,retargeting
ORD000010846,SO-2022-0010846,CUST0003613,2022-10-31 23:49:39,delivered,marketplace,tablet,USD,Grocery,1,60.12,0.0,4.24,5.15,69.51,,False,US,United States,Chicago,home_delivery,WH-US-01,2022-11-07,2022-11-07,delivered,False,,direct,none,
ORD000015300,SO-2022-0015300,CUST0005104,2022-11-02 16:52:19,delivered,web,mobile,EUR,Books,2,50.3,7.54,6.3,9.81,58.87,BUNDLE15,True,FR,France,Nantes,home_delivery,WH-FR-02,2022-11-06,2022-11-06,delivered,False,,newsletter,email,retargeting
ORD000005050,SO-2022-0005050,CUST0001727,2022-11-03 01:11:55,delivered,mobile_app,mobile,EUR,Fashion,2,432.0,51.84,0.0,83.64,463.8,SUMMER12,True,IT,Italy,Rome,pickup_point,WH-IT-01,2022-11-08,2022-11-08,delivered,False,,affiliate,affiliate,black_friday
ORD000011181,SO-2022-0011181,CUST0003719,2022-11-04 01:13:30,delivered,marketplace,mobile,EUR,Beauty,1,67.13,0.0,0.0,14.1,81.23,,False,NL,Netherlands,Maastricht,store_pickup,WH-NL-01,2022-11-11,2022-11-11,delivered,False,,direct,none,
ORD000006136,SO-2022-0006136,CUST0002064,2022-11-04 09:39:50,delivered,mobile_app,mobile,EUR,Grocery,1,106.5,0.0,0.0,20.24,126.74,,True,DE,Germany,Leipzig,home_delivery,WH-DE-01,2022-11-07,2022-11-09,delivered,False,,instagram,paid_social,holiday_push
ORD000010847,SO-2022-0010847,CUST0003613,2022-11-04 11:08:43,delivered,mobile_app,mobile,USD,Sports,3,900.0,0.0,0.0,72.0,972.0,,False,US,United States,Chicago,pickup_point,WH-US-01,2022-11-09,2022-11-10,delivered,False,,youtube,paid_social,app_install
ORD000000996,SO-2022-0000996,CUST0000312,2022-11-04 11:40:04,delivered,web,mobile,EUR,Electronics,3,1481.22,0.0,0.0,311.06,1792.28,,True,ES,Spain,Barcelona,home_delivery,WH-ES-01,2022-11-11,2022-11-12,delivered,False,,affiliate,affiliate,back_to_school
ORD000001876,SO-2022-0001876,CUST0000618,2022-11-04 13:33:46,delivered,mobile_app,mobile,EUR,Sports,1,140.3,14.03,0.0,25.25,151.52,WELCOME10,True,FR,France,Nantes,pickup_point,WH-FR-02,2022-11-08,2022-11-08,delivered,False,,affiliate,affiliate,holiday_push
ORD000009924,SO-2022-0009924,CUST0003337,2022-11-07 17:12:58,delivered,web,mobile,EUR,Beauty,4,118.7,8.31,0.0,20.97,131.36,EMAIL7,False,DE,Germany,Frankfurt,home_delivery,WH-DE-01,2022-11-11,2022-11-13,delivered,False,,instagram,social,retargeting
ORD000015930,SO-2022-0015930,CUST0005310,2022-11-09 22:07:46,delivered,mobile_app,mobile,EUR,Books,2,97.58,0.0,0.0,19.52,117.1,,True,FR,France,Nice,home_delivery,WH-FR-02,2022-11-14,2022-11-14,delivered,False,,partner_blog,referral,loyalty_reactivation
ORD000002597,SO-2022-0002597,CUST0000871,2022-11-10 21:14:47,delivered,marketplace,desktop,EUR,Electronics,2,1524.4,0.0,0.0,304.88,1829.28,,True,FR,France,Marseille,home_delivery,WH-FR-01,2022-11-18,2022-11-18,delivered,False,,direct,none,
ORD000004718,SO-2022-0004718,CUST0001612,2022-11-11 07:01:10,returned,web,mobile,EUR,Beauty,2,40.57,6.09,6.23,8.14,48.85,BUNDLE15,True,FR,France,Bordeaux,home_delivery,WH-FR-01,2022-11-16,2022-11-18,delivered_then_returned,True,quality issue,affiliate,affiliate,holiday_push
ORD000012833,SO-2022-0012833,CUST0004277,2022-11-11 07:57:06,returned,web,mobile,EUR,Home,1,121.44,0.0,0.0,23.07,144.51,,True,DE,Germany,Düsseldorf,home_delivery,WH-DE-01,2022-11-16,2022-11-17,delivered_then_returned,True,damaged item,tiktok,paid_social,loyalty_reactivation
ORD000009435,SO-2022-0009435,CUST0003173,2022-11-12 11:26:55,delivered,web,mobile,USD,Fashion,1,143.2,0.0,0.0,11.46,154.66,,False,US,United States,Los Angeles,store_pickup,WH-US-01,2022-11-18,2022-11-20,delivered,False,,youtube,paid_social,retargeting
ORD000001434,SO-2022-0001434,CUST0000465,2022-11-12 12:50:03,delivered,web,tablet,USD,Electronics,1,516.87,77.53,0.0,35.15,474.49,BUNDLE15,False,US,United States,Atlanta,pickup_point,WH-US-02,2022-11-19,2022-11-19,delivered,False,,partner_blog,referral,loyalty_reactivation
ORD000015659,SO-2022-0015659,CUST0005217,2022-11-12 17:30:47,delivered,web,tablet,USD,Grocery,1,88.57,6.2,0.0,6.59,88.96,EMAIL7,False,US,United States,New York,home_delivery,WH-US-02,2022-11-17,2022-11-16,delivered,False,,instagram,paid_social,back_to_school
ORD000002378,SO-2022-0002378,CUST0000815,2022-11-13 08:20:05,delivered,mobile_app,mobile,EUR,Books,1,42.47,0.0,0.0,8.49,50.96,FREESHIP,False,FR,France,Nantes,pickup_point,WH-FR-01,2022-11-18,2022-11-18,delivered,False,,direct,none,
ORD000013358,SO-2022-0013358,CUST0004463,2022-11-14 17:31:59,delivered,marketplace,desktop,EUR,Electronics,1,216.12,0.0,0.0,43.22,259.34,,True,FR,France,Lyon,home_delivery,WH-FR-01,2022-11-19,2022-11-18,delivered,False,,google,shopping,loyalty_reactivation
ORD000015727,SO-2022-0015727,CUST0005238,2022-11-15 23:27:48,returned,web,mobile,EUR,Grocery,2,154.34,0.0,0.0,30.87,185.21,,True,FR,France,Rennes,pickup_point,WH-FR-01,2022-11-17,2022-11-18,delivered_then_returned,True,size issue,direct,none,
ORD000012834,SO-2022-0012834,CUST0004277,2022-11-16 18:30:46,cancelled,marketplace,desktop,EUR,Electronics,2,507.76,0.0,0.0,96.47,604.23,,False,DE,Germany,Düsseldorf,pickup_point,WH-DE-01,,,cancelled,False,,direct,none,
ORD000003815,SO-2022-0003815,CUST0001288,2022-11-17 01:03:09,delivered,mobile_app,mobile,EUR,Beauty,2,138.85,20.83,0.0,23.6,141.62,BUNDLE15,True,FR,France,Toulouse,home_delivery,WH-FR-01,2022-11-24,2022-11-26,delivered,False,,tiktok,paid_social,summer_sale
ORD000009142,SO-2022-0009142,CUST0003087,2022-11-19 02:37:28,delivered,web,desktop,EUR,Sports,2,136.54,6.83,0.0,24.64,154.35,RETARGET5,True,DE,Germany,Berlin,home_delivery,WH-DE-01,2022-11-22,2022-11-23,delivered,False,,facebook,paid_social,back_to_school
ORD000014973,SO-2022-0014973,CUST0005010,2022-11-19 23:41:57,delivered,mobile_app,mobile,GBP,Fashion,2,70.28,8.43,6.1,13.59,81.54,SUMMER12,False,GB,United Kingdom,Liverpool,home_delivery,WH-GB-01,2022-11-25,2022-11-25,delivered,False,,partner_blog,referral,back_to_school
ORD000003875,SO-2022-0003875,CUST0001304,2022-11-20 14:14:02,delivered,web,mobile,EUR,Fashion,2,263.37,0.0,0.0,52.67,316.04,,True,FR,France,Lille,home_delivery,WH-FR-02,2022-11-28,2022-11-29,delivered,False,,tiktok,paid_social,back_to_school
ORD000007716,SO-2022-0007716,CUST0002587,2022-11-22 05:13:07,delivered,web,mobile,EUR,Electronics,5,2223.15,0.0,0.0,444.63,2667.78,,True,FR,France,Lille,pickup_point,WH-FR-01,2022-11-27,2022-11-27,delivered,False,,affiliate,affiliate,always_on_search
ORD000005959,SO-2022-0005959,CUST0002012,2022-11-22 09:45:39,delivered,web,mobile,GBP,Grocery,2,114.49,17.17,0.0,19.46,116.78,SPRING15,True,GB,United Kingdom,Manchester,pickup_point,WH-GB-01,2022-11-25,2022-11-26,delivered,False,,affiliate,affiliate,loyalty_reactivation
ORD000012942,SO-2022-0012942,CUST0004314,2022-11-22 21:19:47,delivered,mobile_app,mobile,EUR,Beauty,1,48.51,4.85,7.47,10.74,61.87,APP10,False,ES,Spain,Zaragoza,home_delivery,WH-ES-01,2022-11-25,2022-11-27,delivered,False,,direct,none,
ORD000004662,SO-2022-0004662,CUST0001593,2022-11-23 03:46:02,delivered,web,desktop,EUR,Fashion,1,49.78,0.0,7.72,11.5,69.0,,True,FR,France,Lille,home_delivery,WH-FR-02,2022-11-28,2022-11-29,delivered,False,,youtube,video,back_to_school
